Job Title,Job Skills,Company Name,Location,Link,posted
Data Scientist & BI Developer, · Computer Science,Easy System -,"New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/p/VmhCzmW8TxNC-Data-Scientist-BI-Developer-Easy-System-Cairo-Egypt?o=100&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Power BI Developer, · Data Engineering,Confidential -,"Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/p/v8fu0jYbKsK3-Power-BI-Developer-Cairo-Egypt?o=101&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Service Delivery Lead (Database), · Data Management Engineer,NOK for Human Capital Solutions -,"Cairo, Egypt ",https://wuzzuf.net/jobs/p/qDIsjwds5J33-Service-Delivery-Lead-Database-NOK-for-Human-Capital-Solutions-Cairo-Egypt?o=102&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Application Support Engineer, · Architecture,Testing Geeks -,"Dokki, Giza, Egypt ",https://wuzzuf.net/jobs/p/8p9AxCYDCdsK-Application-Support-Engineer-Testing-Geeks-Giza-Egypt?o=103&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Java Web Developer, · Communication,SSC Egypt -,"Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/p/iHAjKil9STNa-Java-Web-Developer-SSC-Egypt-Cairo-Egypt?o=104&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Odoo Developer, · Database,Premier Services and Recruitment -,"Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/p/GMquusUrCJQz-Odoo-Developer-Premier-Services-and-Recruitment-Cairo-Egypt?o=105&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
.css-o171kl{-webkit-text-decoration:none;text-decoration:none;color:inherit;}Software/Data Engineer, · Computer Engineering,Confidential -,"6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/p/hOdiuF1gnxQP-SoftwareData-Engineer-Giza-Egypt?o=106&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Senior DevOps Engineer, · Information Technology (IT),WorkMotion -,"Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/p/ymYtwA8jlh5P-Senior-DevOps-Engineer-WorkMotion-Cairo-Egypt?o=107&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Data Scientist, · Computer Science,Seoudi Supermarket -,"Sheikh Zayed, Giza, Egypt ",https://wuzzuf.net/jobs/p/Jf5vcATBdpub-Data-Scientist-Seoudi-Supermarket-Giza-Egypt?o=108&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Senior Full Stack Developer, · Engineering,Dafater -,"Heliopolis, Cairo, Egypt ",https://wuzzuf.net/jobs/p/95YJ2GqOwWa6-Senior-Full-Stack-Developer-Dafater-Cairo-Egypt?o=109&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
SOC L2 Engineer, · English,ZINAD IT -,"New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/p/q40fMoCfiUgy-SOC-L2-Engineer-ZINAD-IT-Cairo-Egypt?o=110&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Senior Front End Developer, · Java,Dafater -,"Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/p/Zd6BqpLQxMFM-Senior-Front-End-Developer-Dafater-Cairo-Egypt?o=111&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Sr. DevOps Engineer, · MongoDB,SURE International Technology -,"Cairo, Egypt ",https://wuzzuf.net/jobs/p/djgE4SboOFzg-Sr-DevOps-Engineer-SURE-International-Technology-Cairo-Egypt?o=112&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Software Engineer / Senior Software Engineer, · Programming,Emirates -,"Dubai, United Arab Emirates ",https://wuzzuf.net/jobs/p/gNmq6yykvsvq-Software-Engineer-Senior-Software-Engineer-Emirates-Dubai-United-Arab-Emirates?o=113&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Odoo Developer, · AWS,Marbella For Food Industry  -,"6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/p/CtH7tInNesjt-Odoo-Developer-Marbella-For-Food-Industry-Giza-Egypt?o=114&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Senior Devops Engineer, · Docker,Caelum Egypt -,"Dokki, Giza, Egypt ",https://wuzzuf.net/jobs/p/I1bXqHQI0Llg-Senior-Devops-Engineer-Caelum-Egypt-Giza-Egypt?o=115&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Senior Devops Engineer, · Engineering,Confidential -,"New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/p/4gBVZ0HBs8jj-Senior-Devops-Engineer-Cairo-Egypt?o=116&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Ruby on Rails Developer, · Information Technology (IT),Remote Platz -,"Cairo, Egypt ",https://wuzzuf.net/jobs/p/9uBV54MK1HjH-Ruby-on-Rails-Developer-Remote-Platz-Cairo-Egypt?o=117&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Systems Analyst (Application Support), · Jenkins,TruKKer Misr -,"Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/p/1mKqcQtOoCeI-Systems-Analyst-Application-Support-TruKKer-Misr-Cairo-Egypt?o=118&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Senior Computer Vision Engineer, · Kubernetes,Atomica -,"Cairo, Egypt ",https://wuzzuf.net/jobs/p/k9aorzMuNSrg-Senior-Computer-Vision-Engineer-Atomica-Cairo-Egypt?o=119&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Freelance Data Science Instructor,Python,Faze 3 Consulting -,"Riyadh, Saudi Arabia ",https://wuzzuf.net/jobs/p/ZhaAwNcYK7Ae-Freelance-Data-Science-Instructor-Faze-3-Consulting-Riyadh-Saudi-Arabia?o=120&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
.css-o171kl{-webkit-text-decoration:none;text-decoration:none;color:inherit;}Data Science Instructor, · Data Science,EpsilonAI -,"Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/p/MEwqg4ISHBJE-Data-Science-Instructor-EpsilonAI-Cairo-Egypt?o=121&l=sp&t=sj&a=python|search-v3|hpb,1 day ago
Online Programming Instructor, · Computer Science,Yat Learning Centers -,"Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/p/uzTKJzKuPbzf-Online-Programming-Instructor-Yat-Learning-Centers-Cairo-Egypt?o=122&l=sp&t=sj&a=python|search-v3|hpb,4 days ago
Senior Data Integration Consultant, · Computer Engineering,National System LLC -,"Cairo, Egypt ",https://wuzzuf.net/jobs/p/oTR80xqOkrMP-Senior-Data-Integration-Consultant-National-System-LLC-Cairo-Egypt?o=123&l=sp&t=sj&a=python|search-v3|hpb,6 days ago
Odoo Developer,Python,Abdeen pharmacies -,"Haram, Giza, Egypt ",https://wuzzuf.net/jobs/p/h4kvz2VJOoZs-Odoo-Developer-Abdeen-pharmacies-Giza-Egypt?o=124&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
DevOps: Site Reliability Engineer/ Support Engineer., · Machine Learning,Cegedim -,"New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/p/lYajUGW2y7Rf-DevOps-Site-Reliability-Engineer-Support-Engineer-Cegedim-Cairo-Egypt?o=125&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
DevOps Engineer, · Deep Learning,Luftborn -,"Heliopolis, Cairo, Egypt ",https://wuzzuf.net/jobs/p/Js3tFswHkYaf-DevOps-Engineer-Luftborn-Cairo-Egypt?o=126&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Senior Devops Engineer, · Artificial Intelligence (AI),Confidential -,"Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/p/I5JsTIacEnwN-Senior-Devops-Engineer-Cairo-Egypt?o=127&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Data Analyst, · Java,CRIF EGYPT -,"Heliopolis, Cairo, Egypt ",https://wuzzuf.net/jobs/p/N0ts6jJLOucl-Data-Analyst-CRIF-EGYPT-Cairo-Egypt?o=128&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Data Analyst, · Teaching,Souhoola -,"Katameya, Cairo, Egypt ",https://wuzzuf.net/jobs/p/lzISfUBxoUFe-Data-Analyst-Souhoola-Cairo-Egypt?o=129&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Software Research & Development Specialist (U.A.E), · Programming,Softec Technologies -,"Abu Dhabi, United Arab Emirates ",https://wuzzuf.net/jobs/p/wih5hJTnwd3d-Software-Research-Development-Specialist-UAE-Softec-Technologies-Abu-Dhabi-United-Arab-Emirates?o=130&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Data Analyst,"python,",Nahr Development -,"Bolkly, Alexandria, Egypt ",https://wuzzuf.net/jobs/p/HzSNvy6aNrjG-Data-Analyst-Nahr-Development-Alexandria-Egypt?o=131&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
PHP Backend Developer, · HTML,Pyramids Freight Services -,"Sheraton, Cairo, Egypt ",https://wuzzuf.net/jobs/p/ACNwCM1vyLWL-PHP-Backend-Developer-Pyramids-Freight-Services-Cairo-Egypt?o=132&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Senior Solution Architect - Cairo, · instructor,Giza Systems -,"Cairo, Egypt ",https://wuzzuf.net/jobs/p/UHYvAj1At0wm-Senior-Solution-Architect---Cairo-Giza-Systems-Cairo-Egypt?o=133&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Embedded V&V SW Engineer, · Computer Science,Collars HR -,"New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/p/9THSmbmn8MUn-Embedded-VV-SW-Engineer-Collars-HR-Cairo-Egypt?o=134&l=sp&t=sj&a=python|search-v3|hpb,13 days ago
Backend Developer, · Data Warehouse,Paymint -,"Cairo, Egypt ",https://wuzzuf.net/jobs/p/xLLtdbe2UmDp-Backend-Developer-Paymint-Cairo-Egypt?o=135&l=sp&t=sj&a=python|search-v3|hpb,9 days ago
.css-o171kl{-webkit-text-decoration:none;text-decoration:none;color:inherit;}Open Source Database Team Lead - Giza, · Linux,e-finance -,"6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/p/9A4rYaGcKNb8-Open-Source-Database-Team-Lead---Giza-e-finance-Giza-Egypt?o=136&l=sp&t=sj&a=python|search-v3|hpb,9 days ago
Sr Business Intelligence Developer, · SQL,Centro CDX -,"Cairo, Egypt ",https://wuzzuf.net/jobs/p/xkl5UuRRU8eq-Sr-Business-Intelligence-Developer-Centro-CDX-Cairo-Egypt?o=137&l=sp&t=sj&a=python|search-v3|hpb,12 days ago
Machine Learning Engineer, · Unix/Linux,Bypa-ss -,"Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/p/WseKsiXECIUr-Machine-Learning-Engineer-Bypa-ss-Cairo-Egypt?o=138&l=sp&t=sj&a=python|search-v3|hpb,13 days ago
Senior Odoo Developer, · Unix,aliaict -,"Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/p/ufdXbapT2l9B-Senior-Odoo-Developer-aliaict-Cairo-Egypt?o=139&l=sp&t=sj&a=python|search-v3|hpb,1 month ago
Web Developer, · MySQL,EGID company -,"New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/p/Q42jvy6EEA7p-Web-Developer-EGID-company-Cairo-Egypt?o=140&l=sp&t=sj&a=python|search-v3|hpb,22 days ago
DevOps Operations Specialist, · NoSQL,B.TECH -,"Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/p/nKOC8EdWS4CN-DevOps-Operations-Specialist-B-TECH-Cairo-Egypt?o=141&l=sp&t=sj&a=python|search-v3|hpb,26 days ago
Senior ICT Systems Supervisor-Cybersecurity Officer, · Computer Engineering,Confidential -,"Red Sea, Egypt ",https://wuzzuf.net/jobs/p/qTc9oBBzVMfy-Senior-ICT-Systems-Supervisor-Cybersecurity-Officer-Red-Sea-Egypt?o=142&l=sp&t=sj&a=python|search-v3|hpb,27 days ago
Devops Engineer, · Computer Science,Blackstone Eit -,"Kuwait City, Kuwait ",https://wuzzuf.net/jobs/p/QzFPEUzZwOzS-Devops-Engineer-Blackstone-Eit-Kuwait-City-Kuwait?o=143&l=sp&t=sj&a=python|search-v3|hpb,9 days ago
Senior DevOps & Cloud Native Engineer, · Analysis,BBI-Consultancy -,"Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/p/RFdb0XQpeZTx-Senior-DevOps-Cloud-Native-Engineer-BBI-Consultancy-Cairo-Egypt?o=144&l=sp&t=sj&a=python|search-v3|hpb,11 days ago
Research Software Development Engineer, · Business Intelligence,TensorGraph -,"Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/p/bcodR5Fpewkv-Research-Software-Development-Engineer-TensorGraph-Cairo-Egypt?o=145&l=sp&t=sj&a=python|search-v3|hpb,30 days ago
Senior Application Support Engineer, · BI,e Aswaaq Misr -,"Smart Village, Giza, Egypt ",https://wuzzuf.net/jobs/p/s9SAxU1mYlzP-Senior-Application-Support-Engineer-e-Aswaaq-Misr-Giza-Egypt?o=146&l=sp&t=sj&a=python|search-v3|hpb,1 month ago
Part time / Summer Academy instructor, · Information Technology (IT),GoMyCode -,"Downtown, Cairo, Egypt ",https://wuzzuf.net/jobs/p/9jf4PXWBs6TI-Part-time-Summer-Academy-instructor-GoMyCode-Cairo-Egypt?o=147&l=sp&t=sj&a=python|search-v3|hpb,14 days ago
Senior Odoo Developer, · Power BI,Blue Ribbon -,"New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/p/VJTX1gXK5ElF-Senior-Odoo-Developer-Blue-Ribbon-Cairo-Egypt?o=148&l=sp&t=sj&a=python|search-v3|hpb,1 month ago
IT Application Development and Support Engineer, · SSAS,American International School -,"Sheikh Zayed, Giza, Egypt ",https://wuzzuf.net/jobs/p/7Fk4nGH6Zygq-IT-Application-Development-and-Support-Engineer-American-International-School-Giza-Egypt?o=149&l=sp&t=sj&a=python|search-v3|hpb,24 days ago
Backend Developer, · SQL,VISTA -,"Djibouti, Djibouti ",https://wuzzuf.net/jobs/p/mquaLgPN2O0x-Backend-Developer-VISTA-Djibouti-Djibouti?o=150&l=sp&t=sj&a=python|search-v3|hpb,1 month ago
.css-o171kl{-webkit-text-decoration:none;text-decoration:none;color:inherit;}Programming / Computer Science Instructor for Students, · Software Development,Edu-Zone -,"Cairo, Egypt ",https://wuzzuf.net/jobs/p/P4rvrd30lFIw-Programming-Computer-Science-Instructor-for-Students-Edu-Zone-Cairo-Egypt?o=151&l=sp&t=sj&a=python|search-v3|hpb,1 month ago
Full Stack Developer, · Software Engineering,Confidential -,"Cairo, Egypt ",https://wuzzuf.net/jobs/p/MnvvdOeJ9elE-Full-Stack-Developer-Cairo-Egypt?o=152&l=sp&t=sj&a=python|search-v3|hpb,1 month ago
Odoo Developer, · Java Software Development,Superior Business Solutions -,"Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/p/mPxWYEAlGNcD-Odoo-Developer-Superior-Business-Solutions-Cairo-Egypt?o=153&l=sp&t=sj&a=python|search-v3|hpb,1 month ago
Senior Full Stack Developer, · Android Software,Fotopia -,"Heliopolis, Cairo, Egypt ",https://wuzzuf.net/jobs/p/AXlMNly5Pih6-Senior-Full-Stack-Developer-Fotopia-Cairo-Egypt?o=154&l=sp&t=sj&a=python|search-v3|hpb,1 month ago
Senior Odoo Developer - Giza, · Computer Science,Isky Development -,"6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/p/SK5qdXwHn330-Senior-Odoo-Developer---Giza-Isky-Development-Giza-Egypt?o=155&l=sp&t=sj&a=python|search-v3|hpb,1 month ago
Business Analyst, · Computer Engineering,Mobica -,"Mohandessin, Giza, Egypt ",https://wuzzuf.net/jobs/p/V3yI0lCTBOBV-Business-Analyst-Mobica-Giza-Egypt?o=156&l=sp&t=sj&a=python|search-v3|hpb,1 month ago
SaaS Product Enablement Manager, · Computer Systems,Dafater -,"Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/p/5MtZ9lm6GBMX-SaaS-Product-Enablement-Manager-Dafater-Cairo-Egypt?o=157&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Software Quality Control Engineer, · Engineering,Kashier Payment Solutions -,"Zamalek, Cairo, Egypt ",https://wuzzuf.net/jobs/p/arwWFqe5RzX1-Software-Quality-Control-Engineer-Kashier-Payment-Solutions-Cairo-Egypt?o=158&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
senior software tester, · Information Technology (IT),Quantum Promoting Network -,"6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/p/Cfre17Es1iPG-senior-software-tester-Quantum-Promoting-Network-Giza-Egypt?o=159&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Quality Tester - Software, · Java,Arab Apps -,"Tanta, Gharbia, Egypt ",https://wuzzuf.net/jobs/p/7U7OlAYRgNUs-Quality-Tester---Software-Arab-Apps-Gharbia-Egypt?o=160&l=sp&t=sj&a=python|search-v3|hpb,1 month ago
IT Technical Support (Work Will Be Allocated In Africa), · Software,Confidential -,"Cairo, Egypt ",https://wuzzuf.net/jobs/p/gHWFqJF51kCA-IT-Technical-Support-Work-Will-Be-Allocated-In-Africa-Cairo-Egypt?o=161&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Technical Support Specialist - Cloud, · CSS,Alnafitha -,"Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/p/zqJDdS16hhs2-Technical-Support-Specialist---Cloud-Alnafitha-Cairo-Egypt?o=162&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
DevOps/ProdOPS Engineer., · JavaScript,Cegedim -,"New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/p/axroUEl4wmVc-DevOpsProdOPS-Engineer-Cegedim-Cairo-Egypt?o=163&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Big data Expert, · MongoDB,Perfect Presentation -,"6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/p/7wP3PuIsn0L3-Big-data-Expert-Perfect-Presentation-Giza-Egypt?o=164&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Embedded Software Low Level Engineer, · PHP,Collars HR -,"New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/p/bD4c4PJ5uYgr-Embedded-Software-Low-Level-Engineer-Collars-HR-Cairo-Egypt?o=165&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
.css-o171kl{-webkit-text-decoration:none;text-decoration:none;color:inherit;}Senior Front End Developer, · Information Technology (IT),YOCO -,"Cairo, Egypt ",https://wuzzuf.net/jobs/p/Ae5zU7qp6iuf-Senior-Front-End-Developer-YOCO-Cairo-Egypt?o=166&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Data Management & Bigdata Team Lead, · Computer Science,KnowledgeNet -,"Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/p/kkSMMm8Aa0cu-Data-Management-Bigdata-Team-Lead-KnowledgeNet-Cairo-Egypt?o=167&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Project Leader (Global Analytics), · Android,CRIF EGYPT -,"Heliopolis, Cairo, Egypt ",https://wuzzuf.net/jobs/p/KTk2R1zjp1xU-Project-Leader-Global-Analytics-CRIF-EGYPT-Cairo-Egypt?o=168&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Senior Front End Engineer, · Java,YOCO -,"Cairo, Egypt ",https://wuzzuf.net/jobs/p/JnCng5DVBT8x-Senior-Front-End-Engineer-YOCO-Cairo-Egypt?o=169&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Devops Engineer, · Js,Fawry Banking & Payment Technology Services -,"Giza, Egypt ",https://wuzzuf.net/jobs/p/QB7OwGRdN5F5-Devops-Engineer-Fawry-Banking-Payment-Technology-Services-Giza-Egypt?o=170&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
Senior Software Developer, · JavaScript,Globaction -,"6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/p/V9rh3VHfoiGH-Senior-Software-Developer-Globaction-Giza-Egypt?o=171&l=sp&t=sj&a=python|search-v3|hpb,2 months ago
